Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Customer_Days,Response
0,0,0,0,450,133,0,173,0,0,0,0,0,0,0,2593,1
0,1,1,0,24,0,0,0,1,0,0,0,0,0,0,2255,0
0,1,1,0,267,42,0,55,42,0,0,0,0,0,0,2529,1
0,0,1,0,1245,33,0,21,33,0,0,0,0,0,0,2767,0
0,1,1,0,18,6,0,12,8,0,0,0,0,0,0,2487,0
0,0,0,0,769,80,0,15,34,0,1,0,0,0,0,2310,1
0,0,0,0,784,48,0,42,176,0,0,0,1,1,0,2284,1
0,0,0,0,795,0,0,95,58,0,0,0,0,1,0,2391,0
0,0,0,0,483,74,0,169,37,0,0,0,0,0,0,2812,1
36781,1,0,0,29,1,17,0,3,0,0,0,0,0,0,2239,1
25959,1,1,0,4,2,12,7,5,26,0,0,0,0,0,2659,1
23661,1,0,0,0,0,4,0,0,1,0,0,0,0,0,2366,0
22634,0,0,0,0,23,11,8,6,46,0,0,0,0,0,2688,0
29548,1,0,0,0,1,6,3,1,11,0,0,0,0,0,2463,0
64849,0,0,0,0,48,350,0,84,108,0,0,0,0,0,2752,1
27922,1,0,0,0,0,13,0,4,11,0,0,0,0,0,2209,0
17649,1,0,0,0,1,23,0,5,1,0,0,0,0,0,2388,0
61787,0,0,0,0,73,414,0,48,85,0,0,0,0,0,2517,0
59292,0,1,0,0,14,68,0,14,14,0,0,0,0,0,2540,0
75261,0,0,0,0,17,413,0,34,0,0,1,1,0,0,2591,1
77972,0,0,0,0,22,319,0,102,0,0,0,0,0,0,2262,0
39684,1,0,0,19,0,35,0,4,0,0,0,0,0,0,2784,1
42720,1,1,0,392,5,91,0,26,0,0,0,0,0,0,2590,1
22518,1,0,0,11,7,12,0,2,0,0,0,0,0,0,2774,1
61456,0,1,0,563,76,384,84,192,0,0,0,0,0,0,2618,0
92491,0,0,0,979,44,935,29,25,0,0,1,1,1,0,2583,1
24027,1,0,0,14,7,11,11,0,0,0,0,0,0,0,2544,0
77520,0,1,0,940,44,396,0,88,0,1,0,1,0,0,2464,1
33051,0,0,0,100,71,0,108,94,0,0,0,0,0,0,2841,1
14796,1,0,0,13,3,0,7,4,0,0,0,0,0,0,2809,1
78499,0,0,0,912,72,0,47,36,0,0,0,1,0,0,2377,1
77882,0,0,0,68,129,0,188,22,0,0,0,0,0,0,2219,0
59821,0,1,0,629,0,0,0,0,35,0,0,0,0,0,2602,0
75777,0,0,0,712,26,0,69,13,80,0,0,1,0,0,2519,1
34213,1,1,0,50,4,0,6,3,26,0,0,0,0,0,2819,1
24336,1,0,0,1,6,2,8,2,12,0,0,0,0,0,2830,0
21840,1,0,0,17,0,9,0,0,1,0,0,0,0,0,2502,0
41769,0,1,0,302,29,131,32,0,27,0,0,0,0,0,2660,0
82582,0,0,0,510,120,550,156,40,241,0,0,0,1,0,2181,1
34596,1,0,0,14,0,2,0,0,7,0,0,0,0,0,0,1
43142,1,1,0,5,1,7,2,1,4,0,0,0,0,0,0,0
69109,0,0,0,823,25,459,124,29,95,0,0,1,0,0,0,1
29440,1,1,0,17,8,14,10,4,3,0,0,0,0,0,0,0
45203,2,0,0,35,3,67,10,8,24,0,0,0,0,0,0,1
25509,1,0,0,0,3,30,10,7,11,0,0,0,0,0,0,1
67369,0,1,0,0,0,70,37,14,42,0,1,0,0,0,0,1
77870,0,1,0,0,50,500,65,50,133,0,1,0,1,0,0,1
52190,1,1,0,0,0,17,0,0,18,0,0,0,0,0,0,0
42207,1,0,0,0,11,0,3,17,46,0,0,0,0,0,0,1
82347,0,0,0,0,54,0,202,133,63,0,0,0,1,0,2759,1
0,0,1,0,0,58,0,32,0,66,0,0,0,0,0,2775,0
0,0,1,0,0,71,0,93,35,62,0,0,0,0,0,2619,0
0,0,1,0,0,88,0,69,44,133,0,0,0,0,0,2502,0
0,0,1,0,371,159,0,58,106,141,0,0,0,0,0,2814,0
0,0,1,0,402,35,0,101,77,0,0,1,0,0,0,2433,0
0,1,0,0,23,1,0,2,2,0,0,0,0,0,0,2694,1
0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,2783,1
0,0,0,0,910,111,0,49,74,0,0,0,0,0,0,2550,1
0,0,1,0,197,107,0,7,59,0,0,0,0,0,0,2449,0
0,1,1,0,110,5,0,7,1,0,0,0,0,0,0,2658,0
54132,0,1,0,30,1,0,0,0,0,0,0,0,0,0,2292,0
80134,1,0,0,1218,16,272,104,0,0,0,1,1,0,0,2564,1
37929,0,0,0,202,2,46,3,2,0,0,1,0,0,0,2493,1
19444,1,0,0,16,0,23,3,2,0,0,0,0,0,0,2286,1
65808,1,1,0,155,7,80,13,7,0,0,0,0,0,0,2189,0
23957,1,0,0,2,1,18,20,11,16,0,0,0,0,0,2768,1
42014,1,0,0,244,15,108,4,15,50,0,0,0,0,0,2840,1
70515,0,0,0,420,0,0,182,64,140,0,0,0,0,0,2410,1
63211,0,0,0,145,193,0,205,0,145,0,0,0,0,0,2763,1
72967,0,1,0,158,35,0,0,0,125,1,0,0,0,0,2720,1
60161,0,1,0,584,44,0,46,0,177,0,0,0,0,0,2773,0
38853,1,1,0,29,0,0,0,0,2,0,0,0,0,0,2196,0
67716,0,1,0,530,142,0,62,0,56,0,0,0,0,0,2694,0
84169,0,0,9,1478,19,0,0,0,0,0,0,1,0,0,2485,1
43795,0,1,11,0,11,0,4,0,107,0,0,0,0,0,2415,1
82326,0,0,30,0,142,0,159,0,183,0,0,1,0,0,0,1
49767,0,0,92,0,47,0,55,0,149,0,0,0,0,0,0,0
36262,0,0,24,0,39,0,64,0,153,1,0,0,0,0,0,1
80184,0,0,19,0,134,0,25,0,0,0,0,1,0,0,0,0
35791,2,1,94,0,0,0,0,0,3,0,0,0,0,0,0,0
35178,1,0,10,0,1,13,2,0,18,1,0,0,0,0,0,1
20981,0,0,14,0,12,10,6,13,30,0,0,0,0,0,0,1
30560,1,0,6,0,1,5,4,5,7,0,0,0,0,0,0,0
102160,0,0,54,763,29,138,76,176,58,0,1,0,1,0,0,1
90687,0,0,98,982,17,672,23,34,51,0,0,0,0,0,0,1
80685,0,0,55,241,45,604,34,26,54,0,0,0,0,0,0,0
9548,1,0,31,0,1,3,10,6,9,0,0,0,0,0,2849,0
39747,1,0,43,80,15,93,20,13,52,0,0,0,0,0,2236,0
75251,0,0,34,721,111,925,0,18,18,0,0,0,0,0,2830,1
53172,0,1,54,121,62,90,0,20,125,0,0,0,0,0,2578,0
48752,1,1,8,73,57,100,0,15,0,0,0,0,0,0,2723,1
38452,1,1,62,56,0,14,0,0,2,0,0,0,0,0,2250,0
102692,0,0,5,168,148,444,0,172,148,0,1,0,1,1,2609,1
36790,0,0,14,3,3,14,0,21,10,0,0,0,0,0,2644,1
35860,1,1,37,15,0,8,0,2,20,1,0,0,0,0,2200,1
85844,0,0,0,938,0,843,0,95,38,0,0,1,0,0,2190,0
45894,0,2,0,27,0,7,0,2,13,0,0,0,0,0,2281,0
80763,0,0,0,674,0,108,0,42,231,0,0,1,1,0,2477,1
56337,1,1,0,349,0,144,0,5,182,1,0,0,1,0,2618,1
34600,1,1,0,199,0,60,8,3,15,0,0,0,0,0,2703,1
18169,1,0,0,9,0,5,0,0,7,0,0,0,0,0,2654,0
82623,0,0,0,204,0,204,172,153,173,0,0,0,0,0,2390,0
7500,1,0,0,3,0,10,3,2,12,0,0,0,0,0,2429,0
86610,0,0,0,446,0,768,33,196,53,0,0,0,0,0,2456,0
27242,1,0,0,3,0,26,20,1,39,0,0,0,0,0,2754,1
28087,1,1,0,53,0,17,13,0,21,0,0,0,0,0,0,0
25509,1,0,0,40,3,30,10,7,0,0,0,0,0,0,0,1
86979,0,0,0,584,100,835,65,83,0,0,0,0,0,0,0,1
53374,0,1,0,896,10,101,13,10,0,0,0,0,0,0,0,1
55635,0,1,0,235,65,164,50,49,0,0,0,0,0,0,0,0
44051,1,1,0,79,7,58,6,3,0,0,0,0,0,0,0,1
55424,0,1,0,462,61,184,10,53,0,0,0,0,0,0,0,1
70643,0,0,0,1218,107,304,23,143,0,0,0,0,0,0,0,1
72025,0,0,0,967,0,617,43,50,0,0,1,0,0,0,0,1
16014,1,1,0,3,9,4,7,8,0,0,0,0,0,0,0,0
49912,0,1,0,520,8,223,32,49,42,1,0,0,0,0,2819,1
70596,0,0,68,347,44,534,17,0,26,0,0,0,0,0,2791,0
87305,0,0,19,345,25,501,63,138,80,0,0,0,0,0,2803,1
81361,0,0,18,163,23,424,27,65,76,0,0,0,0,0,2283,0
53378,1,1,41,489,6,152,8,6,132,0,0,0,0,0,2802,1
32632,0,0,32,63,151,137,153,19,53,0,0,0,0,0,2855,0
19514,1,1,47,14,3,21,2,1,28,1,0,0,0,0,2313,1
60000,0,1,57,1048,0,217,0,0,12,0,0,0,0,0,2713,0
65706,0,0,77,918,10,129,13,0,129,0,1,1,0,0,2525,1
81929,1,0,60,1486,55,278,49,0,185,1,0,0,0,0,2797,1
0,0,0,30,0,35,482,121,120,40,0,0,0,0,0,2612,1
0,1,0,5,0,13,14,0,5,31,1,0,0,0,0,2472,1
0,0,0,46,0,2,15,8,0,6,0,0,0,0,0,2450,0
0,0,0,43,0,74,929,97,55,130,1,0,0,0,0,2326,1
0,1,1,50,0,18,113,47,13,21,0,0,0,0,0,2571,0
0,0,0,44,0,24,974,197,194,0,0,1,0,0,0,2811,1
0,1,0,94,0,43,118,46,27,0,0,0,0,0,0,2320,0
51518,0,1,92,0,8,66,17,4,0,0,0,0,0,0,2428,0
83528,0,0,7,0,117,678,134,44,0,1,0,0,0,0,2218,1
46610,0,2,8,0,12,96,33,22,0,0,0,0,0,0,2767,1
37406,1,0,18,0,0,8,2,2,0,0,0,0,0,0,2421,1
44325,0,1,69,0,0,0,0,0,0,0,1,0,0,0,2638,0
75825,0,0,40,0,105,0,137,105,0,0,0,0,0,0,2784,1
80124,0,0,47,0,84,0,205,84,0,0,0,0,0,0,2162,0
27038,0,0,0,1,26,0,17,23,0,0,0,0,0,0,2808,1
54809,1,1,0,63,6,0,13,13,0,0,0,0,0,0,2450,1
0,0,1,0,44,2,0,2,3,7,0,0,0,0,0,2605,0
0,1,0,0,293,0,0,179,97,52,0,0,0,0,0,2337,0
0,0,1,0,520,20,367,39,81,40,0,0,0,0,0,2564,0
0,1,0,0,739,107,309,140,80,35,0,0,0,0,0,2798,0
0,1,0,0,14,7,9,6,16,12,0,0,0,0,0,2705,1
0,1,1,0,84,3,61,2,1,21,0,0,0,0,0,2781,1
0,0,0,0,244,8,32,7,2,50,0,0,0,0,0,2397,0
0,0,0,0,503,27,419,90,139,153,0,0,0,0,0,2504,1
66835,0,0,0,620,26,195,34,17,141,0,0,0,0,0,2433,0
42473,1,0,72,93,1,21,0,4,25,0,0,0,0,0,2291,0
33812,1,0,86,4,17,19,30,24,39,0,0,0,0,0,2762,0
50387,0,0,91,369,9,87,12,14,34,0,0,0,0,0,2461,0
34026,1,0,11,18,6,15,12,8,17,0,0,0,0,0,2487,0
14045,1,0,24,11,0,5,2,1,1,0,0,0,0,0,2313,0
19485,2,0,80,0,0,4,0,0,0,0,0,0,0,0,2437,0
81574,0,0,89,0,0,465,46,35,0,0,0,0,0,0,2221,0
90273,0,0,32,0,0,853,120,74,111,0,0,0,1,0,2356,1
57136,0,0,18,0,0,599,34,12,127,0,0,0,0,0,2566,1
91249,0,0,84,0,0,119,71,108,27,0,0,0,1,1,2776,1
25545,1,0,35,0,0,64,16,12,85,0,0,0,0,0,0,1
82332,0,0,89,0,0,968,51,79,19,0,0,0,0,0,0,1
86857,0,0,96,0,0,838,133,102,40,0,0,0,0,0,0,1
30983,0,0,50,0,0,50,12,1,49,0,0,0,0,0,0,1
28587,1,0,42,0,4,17,12,10,0,0,0,0,0,0,0,0
47570,1,1,3,0,1,20,0,2,0,0,0,0,0,0,0,1
45989,0,1,97,138,33,87,28,24,0,0,0,0,0,0,0,0
14515,1,0,71,6,4,9,6,36,0,0,0,0,0,0,0,1
82800,0,0,23,1006,22,115,59,68,0,0,0,0,1,0,0,1
52278,0,1,0,953,0,71,0,0,0,0,0,0,0,0,0,1
46049,0,1,0,342,9,112,19,14,0,0,0,0,0,0,2502,1
32233,0,0,0,138,15,35,25,11,0,1,0,0,0,0,2838,1
94472,0,1,0,1017,33,417,108,100,0,0,1,0,0,0,2246,0
56981,0,0,0,908,48,0,0,12,0,0,1,0,0,0,2314,0
28691,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2519,0
85693,0,1,0,386,172,0,0,132,0,0,0,0,0,0,2594,0
58116,0,1,0,228,19,0,0,11,0,0,0,0,0,0,2236,0
40442,1,1,52,45,12,0,0,22,13,0,0,0,0,0,2838,1
64795,0,1,23,412,5,0,0,29,77,0,0,0,0,0,2687,0
42081,1,0,86,175,10,0,0,6,27,1,0,0,0,0,2647,0
69109,0,0,10,823,0,0,0,29,95,0,0,0,0,0,2756,1
53367,1,1,2,229,0,0,0,3,11,0,0,0,0,0,2461,1
83003,0,0,18,856,0,570,0,25,122,0,0,0,0,0,2642,1
31626,1,0,12,39,0,9,0,1,0,1,0,0,0,0,2574,1
48432,0,1,3,322,0,50,0,3,0,0,0,0,0,0,2778,1
26997,0,0,89,7,0,78,133,49,0,0,0,0,0,0,2760,0
61798,0,0,13,338,0,89,11,8,0,0,0,0,0,0,2377,0
37395,1,0,0,18,0,9,0,1,0,0,0,0,0,0,2217,0
85696,0,0,0,714,0,395,116,0,0,0,0,0,0,0,2581,1
43322,0,0,0,0,0,48,10,2,0,0,0,0,0,0,2228,0
63342,0,1,0,0,21,118,13,10,0,0,1,0,0,0,2780,1
84574,0,0,0,0,20,713,38,54,0,0,0,0,0,0,2549,0
84169,0,0,0,0,19,403,0,19,0,0,1,0,0,0,2485,1
38410,0,0,0,0,64,123,116,64,14,0,0,0,0,0,2812,1
34380,1,0,0,0,7,0,13,1,24,0,0,0,0,0,2582,0
0,0,0,83,0,66,0,97,174,41,0,0,0,0,0,2659,0
0,0,1,13,0,23,0,15,0,59,0,1,0,0,0,2789,1
0,0,0,36,0,1,0,7,3,5,0,0,0,0,0,2626,0
0,0,0,40,0,17,0,23,51,86,0,1,0,0,0,2755,1
0,0,0,65,0,17,0,69,0,8,0,0,0,0,0,2472,0
0,0,1,8,0,58,0,76,51,135,0,0,0,0,0,2485,1
0,0,0,79,0,66,0,86,89,111,0,1,0,0,0,2719,1
0,0,0,74,0,0,0,20,8,14,0,0,0,0,0,2343,0
0,0,0,60,0,0,0,46,89,17,0,0,0,0,0,2615,1
0,0,1,61,833,80,0,52,26,174,1,0,0,0,0,2856,1
0,0,0,65,3,1,0,4,0,3,0,0,0,0,0,2569,0
0,0,1,3,292,6,37,0,0,34,0,1,0,0,0,2191,1
81698,0,0,1,709,45,115,30,0,0,0,0,0,0,0,2644,1
65169,0,0,0,1074,0,69,0,0,0,1,0,0,0,1,2325,1
81975,0,1,0,983,76,184,180,0,0,0,0,0,0,0,2699,0
84953,0,0,0,167,48,0,63,0,0,0,1,0,1,0,2550,1
26067,1,0,0,22,2,0,0,0,0,0,0,0,0,0,2396,0
17256,1,0,0,6,4,0,0,0,0,1,0,0,0,0,2377,0
45183,0,0,0,219,3,0,0,0,0,0,0,0,0,0,2684,0
66726,1,1,0,349,0,0,0,0,0,0,0,0,0,0,2327,0
24570,1,0,0,28,0,0,0,0,0,0,0,0,0,0,2646,0
47889,1,0,94,29,0,0,0,5,0,0,0,0,0,0,2335,0
75759,0,0,46,1394,0,0,0,91,182,1,0,0,1,0,2406,1
85683,0,0,6,1296,0,311,0,69,51,0,0,0,1,1,2259,1
55517,1,1,53,483,0,108,0,6,36,0,0,0,0,0,2799,1
57107,0,1,44,159,0,120,0,0,137,0,0,0,0,1,2833,1
64713,1,0,11,180,0,241,0,54,54,0,0,0,0,0,2301,1
75027,0,1,74,925,0,179,0,12,77,0,0,0,0,0,2695,0
51012,0,0,86,102,0,63,0,9,24,0,0,0,0,0,0,0
42997,1,1,0,4,0,5,0,1,5,0,0,0,0,0,0,0
0,1,0,0,746,8,125,11,8,8,0,1,0,0,0,0,1
0,0,0,0,283,112,151,51,72,125,0,0,0,0,0,0,0
0,1,1,0,4,2,5,0,0,5,0,0,0,0,0,0,0
0,0,0,0,431,82,441,80,20,102,0,0,0,0,0,0,1
0,1,0,0,34,3,29,0,4,10,0,0,0,0,0,0,1
0,2,1,0,59,0,11,4,2,5,0,0,0,0,0,0,0
0,1,1,0,0,0,17,2,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,432,180,120,190,0,0,1,0,0,2746,1
0,1,0,0,0,0,9,4,4,0,1,0,0,0,0,2250,1
0,0,0,0,0,0,204,153,58,0,0,0,0,0,0,2608,1
39763,1,0,0,0,0,60,4,6,0,0,0,0,0,0,2488,1
90369,0,0,2,0,0,981,224,23,0,0,0,0,0,0,2221,1
26304,1,0,5,0,0,5,2,0,0,0,0,0,0,0,2530,0
87679,0,0,62,0,0,815,97,148,0,1,0,1,0,0,2496,1
46910,1,0,0,0,0,14,0,0,0,0,0,0,0,0,2257,0
21359,1,0,0,0,0,17,6,1,0,0,0,0,0,0,2594,1
63998,0,0,0,176,0,818,0,33,0,0,0,0,0,0,2350,1
25130,1,0,0,2,0,7,0,18,0,0,0,0,0,0,2429,0
42586,1,0,0,194,0,56,0,0,0,0,0,0,0,0,2767,1
77766,0,0,0,1004,59,265,115,59,0,1,0,0,0,0,2651,1
0,0,0,0,1074,37,518,193,92,0,0,0,1,0,0,2693,1
0,0,0,0,236,106,189,23,41,130,0,0,0,0,0,2298,0
0,1,0,0,7,10,13,16,0,4,0,0,0,0,0,2251,0
0,0,0,63,789,0,142,12,0,38,0,0,0,0,0,2734,0
0,0,0,96,397,46,288,20,0,70,0,0,0,0,0,2760,0
0,0,0,0,336,130,411,240,0,43,0,0,0,0,0,2263,1
0,0,0,9,219,3,100,26,0,17,0,0,0,0,0,2854,0
0,0,0,5,6,4,1,7,0,15,1,0,0,0,0,2755,1
0,0,0,36,972,19,595,180,0,138,0,0,0,0,0,2772,1
0,2,0,28,173,8,107,7,0,176,0,0,0,0,0,2823,1
0,1,0,6,70,6,69,2,0,3,0,0,0,0,0,2438,0
68655,0,0,95,0,19,832,75,0,38,0,0,0,0,0,2847,0
71969,0,1,59,0,0,76,0,0,10,0,0,0,0,0,2780,0
58607,0,1,63,0,0,86,0,0,19,0,0,0,0,0,2712,0
39453,1,0,64,0,0,0,0,0,2,0,0,0,0,0,2246,0
66991,0,0,1,0,36,0,189,60,12,0,0,0,0,0,2815,0
75903,0,0,50,0,108,0,130,38,100,0,0,0,0,0,2606,0
88194,0,0,19,0,14,0,201,24,38,0,0,0,0,0,2261,1
9722,1,0,7,0,17,0,6,16,42,0,0,0,0,0,2794,1
25721,1,0,75,0,3,0,3,6,15,0,0,0,0,0,2563,1
70421,0,0,98,0,28,0,75,14,35,0,0,0,0,0,2160,0
59462,0,0,29,0,17,0,0,8,196,0,0,0,0,0,2699,0
49678,0,0,81,0,5,0,3,2,20,0,0,0,0,0,2671,0
37070,1,0,30,0,7,0,4,15,39,0,0,0,0,0,2625,1
51012,0,0,0,0,9,63,2,9,24,0,0,0,0,0,2596,0
62220,0,0,0,0,12,375,16,12,12,0,0,0,0,0,0,1
54108,1,1,0,539,6,91,8,6,97,0,0,0,0,0,0,0
90247,0,0,0,1184,32,352,21,16,16,0,1,1,0,0,0,1
64140,0,2,0,1459,0,61,0,15,215,1,0,1,0,1,0,1
105471,0,0,0,1009,181,104,202,21,207,0,0,1,0,0,0,1
20559,1,0,0,13,1,29,3,0,7,0,0,0,0,0,0,0
40521,1,1,82,12,0,5,0,0,4,0,0,0,0,0,0,0
65735,1,1,37,239,7,119,4,15,11,0,0,0,0,0,0,0
