Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Customer_Days,Response
42207,0,0,0,784,48,0,42,176,0,0,0,1,1,0,2284,1
60597,0,0,0,795,0,0,95,58,0,0,0,0,1,0,2391,0
75261,0,0,0,483,74,0,169,37,0,0,0,0,0,0,2812,1
37406,1,0,0,29,1,17,0,3,0,0,0,0,0,0,2239,1
56937,1,1,0,4,2,12,7,5,26,0,0,0,0,0,2659,1
32233,1,0,0,0,0,4,0,0,1,0,0,0,0,0,2366,0
78825,0,0,0,0,23,11,8,6,46,0,0,0,0,0,2688,0
25545,1,0,0,0,1,6,3,1,11,0,0,0,0,0,2463,0
76982,0,0,0,0,48,350,0,84,108,0,0,0,0,0,2752,1
84169,1,0,0,0,0,13,0,4,11,0,0,0,0,0,2209,0
85620,1,0,0,0,1,23,0,5,1,0,0,0,0,0,2388,0
19514,0,0,0,0,73,414,0,48,85,0,0,0,0,0,2517,0
21474,0,1,0,0,14,68,0,14,14,0,0,0,0,0,2540,0
81698,0,0,0,0,17,413,0,34,0,0,1,1,0,0,2591,1
87771,0,0,0,0,22,319,0,102,0,0,0,0,0,0,2262,0
61996,1,0,0,19,0,35,0,4,0,0,0,0,0,0,2784,1
79800,1,1,0,392,5,91,0,26,0,0,0,0,0,0,2590,1
39684,1,0,0,11,7,12,0,2,0,0,0,0,0,0,2774,1
92163,0,1,0,563,76,384,84,192,0,0,0,0,0,0,2618,0
17459,0,0,0,979,44,935,29,25,0,0,1,1,1,0,2583,1
21888,1,0,0,14,7,11,11,0,0,0,0,0,0,0,2544,0
48240,0,1,0,940,44,396,0,88,0,1,0,1,0,0,2464,1
70971,0,0,0,100,71,0,108,94,0,0,0,0,0,0,2841,1
32218,1,0,0,13,3,0,7,4,0,0,0,0,0,0,2809,1
83917,0,0,0,912,72,0,47,36,0,0,0,1,0,0,2377,1
63120,0,0,0,68,129,0,188,22,0,0,0,0,0,0,2219,0
77632,0,1,0,629,0,0,0,0,35,0,0,0,0,0,2602,0
105471,0,0,0,712,26,0,69,13,80,0,0,1,0,0,2519,1
81300,1,1,0,50,4,0,6,3,26,0,0,0,0,0,2819,1
36145,1,0,0,1,6,2,8,2,12,0,0,0,0,0,2830,0
86857,1,0,0,17,0,9,0,0,1,0,0,0,0,0,2502,0
50611,0,1,0,302,29,131,32,0,27,0,0,0,0,0,2660,0
47570,0,0,0,510,120,550,156,40,241,0,0,0,1,0,2181,1
26518,1,0,0,14,0,2,0,0,7,0,0,0,0,0,0,1
90247,1,1,0,5,1,7,2,1,4,0,0,0,0,0,0,0
35178,0,0,0,823,25,459,124,29,95,0,0,1,0,0,0,1
87305,1,1,0,17,8,14,10,4,3,0,0,0,0,0,0,0
7500,2,0,0,35,3,67,10,8,24,0,0,0,0,0,0,1
72025,1,0,0,0,3,30,10,7,11,0,0,0,0,0,0,1
63564,0,1,0,0,0,70,37,14,42,0,1,0,0,0,0,1
80952,0,1,0,0,50,500,65,50,133,0,1,0,1,0,0,1
62220,1,1,0,0,0,17,0,0,18,0,0,0,0,0,0,0
31626,1,0,0,0,11,0,3,17,46,0,0,0,0,0,0,1
42720,0,0,0,0,54,0,202,133,63,0,0,0,1,0,2759,1
42564,0,1,0,0,58,0,32,0,66,0,0,0,0,0,2775,0
82017,0,1,0,0,71,0,93,35,62,0,0,0,0,0,2619,0
48192,0,1,0,0,88,0,69,44,133,0,0,0,0,0,2502,0
21359,0,1,0,371,159,0,58,106,141,0,0,0,0,0,2814,0
76412,0,1,0,402,35,0,101,77,0,0,1,0,0,0,2433,0
57091,1,0,0,23,1,0,2,2,0,0,0,0,0,0,2694,1
87771,1,0,0,10,0,0,0,0,0,0,0,0,0,0,2783,1
81205,0,0,0,910,111,0,49,74,0,0,0,0,0,0,2550,1
46374,0,1,0,197,107,0,7,59,0,0,0,0,0,0,2449,0
24762,1,1,0,110,5,0,7,1,0,0,0,0,0,0,2658,0
86857,0,1,0,30,1,0,0,0,0,0,0,0,0,0,2292,0
48948,1,0,0,1218,16,272,104,0,0,0,1,1,0,0,2564,1
64090,0,0,0,202,2,46,3,2,0,0,1,0,0,0,2493,1
86429,1,0,0,16,0,23,3,2,0,0,0,0,0,0,2286,1
52278,1,1,0,155,7,80,13,7,0,0,0,0,0,0,2189,0
35641,1,0,0,2,1,18,20,11,16,0,0,0,0,0,2768,1
95529,1,0,0,244,15,108,4,15,50,0,0,0,0,0,2840,1
84169,0,0,0,420,0,0,182,64,140,0,0,0,0,0,2410,1
39858,0,0,0,145,193,0,205,0,145,0,0,0,0,0,2763,1
82025,0,1,0,158,35,0,0,0,125,1,0,0,0,0,2720,1
94384,0,1,0,584,44,0,46,0,177,0,0,0,0,0,2773,0
44051,1,1,0,29,0,0,0,0,2,0,0,0,0,0,2196,0
59754,0,1,0,530,142,0,62,0,56,0,0,0,0,0,2694,0
41021,0,0,9,1478,19,0,0,0,0,0,0,1,0,0,2485,1
92955,0,1,11,0,11,0,4,0,107,0,0,0,0,0,2415,1
34596,0,0,30,0,142,0,159,0,183,0,0,1,0,0,0,1
80763,0,0,92,0,47,0,55,0,149,0,0,0,0,0,0,0
75759,0,0,24,0,39,0,64,0,153,1,0,0,0,0,0,1
85683,0,0,19,0,134,0,25,0,0,0,0,1,0,0,0,0
78028,2,1,94,0,0,0,0,0,3,0,0,0,0,0,0,0
95169,1,0,10,0,1,13,2,0,18,1,0,0,0,0,0,1
56337,0,0,14,0,12,10,6,13,30,0,0,0,0,0,0,1
36130,1,0,6,0,1,5,4,5,7,0,0,0,0,0,0,0
64504,0,0,54,763,29,138,76,176,58,0,1,0,1,0,0,1
28647,0,0,98,982,17,672,23,34,51,0,0,0,0,0,0,1
74538,0,0,55,241,45,604,34,26,54,0,0,0,0,0,0,0
91700,1,0,31,0,1,3,10,6,9,0,0,0,0,0,2849,0
37126,1,0,43,80,15,93,20,13,52,0,0,0,0,0,2236,0
34728,0,0,34,721,111,925,0,18,18,0,0,0,0,0,2830,1
35196,0,1,54,121,62,90,0,20,125,0,0,0,0,0,2578,0
25959,1,1,8,73,57,100,0,15,0,0,0,0,0,0,2723,1
42000,1,1,62,56,0,14,0,0,2,0,0,0,0,0,2250,0
83528,0,0,5,168,148,444,0,172,148,0,1,0,1,1,2609,1
36715,0,0,14,3,3,14,0,21,10,0,0,0,0,0,2644,1
79456,1,1,37,15,0,8,0,2,20,1,0,0,0,0,2200,1
75345,0,0,0,938,0,843,0,95,38,0,0,1,0,0,2190,0
84460,0,2,0,27,0,7,0,2,13,0,0,0,0,0,2281,0
71691,0,0,0,674,0,108,0,42,231,0,0,1,1,0,2477,1
83829,1,1,0,349,0,144,0,5,182,1,0,0,1,0,2618,1
81698,1,1,0,199,0,60,8,3,15,0,0,0,0,0,2703,1
33569,1,0,0,9,0,5,0,0,7,0,0,0,0,0,2654,0
36262,0,0,0,204,0,204,172,153,173,0,0,0,0,0,2390,0
39552,1,0,0,3,0,10,3,2,12,0,0,0,0,0,2429,0
63998,0,0,0,446,0,768,33,196,53,0,0,0,0,0,2456,0
72903,1,0,0,3,0,26,20,1,39,0,0,0,0,0,2754,1
85696,1,1,0,53,0,17,13,0,21,0,0,0,0,0,0,0
42162,1,0,0,40,3,30,10,7,0,0,0,0,0,0,0,1
26576,0,0,0,584,100,835,65,83,0,0,0,0,0,0,0,1
83145,0,1,0,896,10,101,13,10,0,0,0,0,0,0,0,1
46049,0,1,0,235,65,164,50,49,0,0,0,0,0,0,0,0
54959,1,1,0,79,7,58,6,3,0,0,0,0,0,0,0,1
128579,0,1,0,462,61,184,10,53,0,0,0,0,0,0,0,1
117369,0,0,0,1218,107,304,23,143,0,0,0,0,0,0,0,1
65287,0,0,0,967,0,617,43,50,0,0,1,0,0,0,0,1
92160,1,1,0,3,9,4,7,8,0,0,0,0,0,0,0,0
72518,0,1,0,520,8,223,32,49,42,1,0,0,0,0,2819,1
119969,0,0,68,347,44,534,17,0,26,0,0,0,0,0,2791,0
127766,0,0,19,345,25,501,63,138,80,0,0,0,0,0,2803,1
105158,0,0,18,163,23,424,27,65,76,0,0,0,0,0,2283,0
112972,1,1,41,489,6,152,8,6,132,0,0,0,0,0,2802,1
140687,0,0,32,63,151,137,153,19,53,0,0,0,0,0,2855,0
97139,1,1,47,14,3,21,2,1,28,1,0,0,0,0,2313,1
133829,0,1,57,1048,0,217,0,0,12,0,0,0,0,0,2713,0
103378,0,0,77,918,10,129,13,0,129,0,1,1,0,0,2525,1
88808,1,0,60,1486,55,278,49,0,185,1,0,0,0,0,2797,1
128687,0,0,30,0,35,482,121,120,40,0,0,0,0,0,2612,1
99118,1,0,5,0,13,14,0,5,31,1,0,0,0,0,2472,1
107091,0,0,46,0,2,15,8,0,6,0,0,0,0,0,2450,0
133151,0,0,43,0,74,929,97,55,130,1,0,0,0,0,2326,1
128569,1,1,50,0,18,113,47,13,21,0,0,0,0,0,2571,0
144384,0,0,44,0,24,974,197,194,0,0,1,0,0,0,2811,1
115169,1,0,94,0,43,118,46,27,0,0,0,0,0,0,2320,0
87774,0,1,92,0,8,66,17,4,0,0,0,0,0,0,2428,0
121604,0,0,7,0,117,678,134,44,0,1,0,0,0,0,2218,1
98752,0,2,8,0,12,96,33,22,0,0,0,0,0,0,2767,1
138097,1,0,18,0,0,8,2,2,0,0,0,0,0,0,2421,1
89660,0,1,69,0,0,0,0,0,0,0,1,0,0,0,2638,0
112845,0,0,40,0,105,0,137,105,0,0,0,0,0,0,2784,1
135696,0,0,47,0,84,0,205,84,0,0,0,0,0,0,2162,0
120515,0,0,0,1,26,0,17,23,0,0,0,0,0,0,2808,1
119109,1,1,0,63,6,0,13,13,0,0,0,0,0,0,2450,1
125154,0,1,0,44,2,0,2,3,7,0,0,0,0,0,2605,0
71355,1,0,0,293,0,0,179,97,52,0,0,0,0,0,2337,0
86864,0,1,0,520,20,367,39,81,40,0,0,0,0,0,2564,0
86957,1,0,0,739,107,309,140,80,35,0,0,0,0,0,2798,0
130134,1,0,0,14,7,9,6,16,12,0,0,0,0,0,2705,1
130589,1,1,0,84,3,61,2,1,21,0,0,0,0,0,2781,1
71645,0,0,0,244,8,32,7,2,50,0,0,0,0,0,2397,0
128427,0,0,0,503,27,419,90,139,153,0,0,0,0,0,2504,1
123892,0,0,0,620,26,195,34,17,141,0,0,0,0,0,2433,0
93300,1,0,72,93,1,21,0,4,25,0,0,0,0,0,2291,0
143790,1,0,86,4,17,19,30,24,39,0,0,0,0,0,2762,0
88410,0,0,91,369,9,87,12,14,34,0,0,0,0,0,2461,0
144871,1,0,11,18,6,15,12,8,17,0,0,0,0,0,2487,0
110585,1,0,24,11,0,5,2,1,1,0,0,0,0,0,2313,0
137679,2,0,80,0,0,4,0,0,0,0,0,0,0,0,2437,0
103374,0,0,89,0,0,465,46,35,0,0,0,0,0,0,2221,0
92014,0,0,32,0,0,853,120,74,111,0,0,0,1,0,2356,1
99667,0,0,18,0,0,599,34,12,127,0,0,0,0,0,2566,1
70981,0,0,84,0,0,119,71,108,27,0,0,0,1,1,2776,1
77242,1,0,35,0,0,64,16,12,85,0,0,0,0,0,0,1
137188,0,0,89,0,0,968,51,79,19,0,0,0,0,0,0,1
124004,0,0,96,0,0,838,133,102,40,0,0,0,0,0,0,1
96098,0,0,50,0,0,50,12,1,49,0,0,0,0,0,0,1
117786,1,0,42,0,4,17,12,10,0,0,0,0,0,0,0,0
80983,1,1,3,0,1,20,0,2,0,0,0,0,0,0,0,1
97175,0,1,97,138,33,87,28,24,0,0,0,0,0,0,0,0
105517,1,0,71,6,4,9,6,36,0,0,0,0,0,0,0,1
132800,0,0,23,1006,22,115,59,68,0,0,0,0,1,0,0,1
140638,0,1,0,953,0,71,0,0,0,0,0,0,0,0,0,1
92014,0,1,0,342,9,112,19,14,0,0,0,0,0,0,2502,1
95203,0,0,0,138,15,35,25,11,0,1,0,0,0,0,2838,1
131361,0,1,0,1017,33,417,108,100,0,0,1,0,0,0,2246,0
85860,0,0,0,908,48,0,0,12,0,0,1,0,0,0,2314,0
90442,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2519,0
98432,0,1,0,386,172,0,0,132,0,0,0,0,0,0,2594,0
114509,0,1,0,228,19,0,0,11,0,0,0,0,0,0,2236,0
81353,1,1,52,45,12,0,0,22,13,0,0,0,0,0,2838,1
69444,0,1,23,412,5,0,0,29,77,0,0,0,0,0,2687,0
114140,1,0,86,175,10,0,0,6,27,1,0,0,0,0,2647,0
107136,0,0,10,823,0,0,0,29,95,0,0,0,0,0,2756,1
132014,1,1,2,229,0,0,0,3,11,0,0,0,0,0,2461,1
84213,0,0,18,856,0,570,0,25,122,0,0,0,0,0,2642,1
122066,1,0,12,39,0,9,0,1,0,1,0,0,0,0,2574,1
127766,0,1,3,322,0,50,0,3,0,0,0,0,0,0,2778,1
87929,0,0,89,7,0,78,133,49,0,0,0,0,0,0,2760,0
130141,0,0,13,338,0,89,11,8,0,0,0,0,0,0,2377,0
128789,1,0,0,18,0,9,0,1,0,0,0,0,0,0,2217,0
106534,0,0,0,714,0,395,116,0,0,0,0,0,0,0,2581,1
59722,0,0,0,0,0,48,10,2,0,0,0,0,0,0,2228,0
133512,0,1,0,0,21,118,13,10,0,0,1,0,0,0,2780,1
127520,0,0,0,0,20,713,38,54,0,0,0,0,0,0,2549,0
105424,0,0,0,0,19,403,0,19,0,0,1,0,0,0,2485,1
142491,0,0,0,0,64,123,116,64,14,0,0,0,0,0,2812,1
140273,1,0,0,0,7,0,13,1,24,0,0,0,0,0,2582,0
88513,0,0,83,0,66,0,97,174,41,0,0,0,0,0,2659,0
66653,0,1,13,0,23,0,15,0,59,0,1,0,0,0,2789,1
92586,0,0,36,0,1,0,7,3,5,0,0,0,0,0,2626,0
95576,0,0,40,0,17,0,23,51,86,0,1,0,0,0,2755,1
120321,0,0,65,0,17,0,69,0,8,0,0,0,0,0,2472,0
113342,0,1,8,0,58,0,76,51,135,0,0,0,0,0,2485,1
101569,0,0,79,0,66,0,86,89,111,0,1,0,0,0,2719,1
89763,0,0,74,0,0,0,20,8,14,0,0,0,0,0,2343,0
75509,0,0,60,0,0,0,46,89,17,0,0,0,0,0,2615,1
92586,0,1,61,833,80,0,52,26,174,1,0,0,0,0,2856,1
84600,0,0,65,3,1,0,4,0,3,0,0,0,0,0,2569,0
87070,0,1,3,292,6,37,0,0,34,0,1,0,0,0,2191,1
140369,0,0,1,709,45,115,30,0,0,0,0,0,0,0,2644,1
122282,0,0,0,1074,0,69,0,0,0,1,0,0,0,1,2325,1
128394,0,1,0,983,76,184,180,0,0,0,0,0,0,0,2699,0
72669,0,0,0,167,48,0,63,0,0,0,1,0,1,0,2550,1
104809,1,0,0,22,2,0,0,0,0,0,0,0,0,0,2396,0
107333,1,0,0,6,4,0,0,0,0,1,0,0,0,0,2377,0
134953,0,0,0,219,3,0,0,0,0,0,0,0,0,0,2684,0
136836,1,1,0,349,0,0,0,0,0,0,0,0,0,0,2327,0
133257,1,0,0,28,0,0,0,0,0,0,0,0,0,0,2646,0
114260,1,0,94,29,0,0,0,5,0,0,0,0,0,0,2335,0
132733,0,0,46,1394,0,0,0,91,182,1,0,0,1,0,2406,1
119109,0,0,6,1296,0,311,0,69,51,0,0,0,1,1,2259,1
110208,1,1,53,483,0,108,0,6,36,0,0,0,0,0,2799,1
132326,0,1,44,159,0,120,0,0,137,0,0,0,0,1,2833,1
83051,1,0,11,180,0,241,0,54,54,0,0,0,0,0,2301,1
120643,0,1,74,925,0,179,0,12,77,0,0,0,0,0,2695,0
80396,0,0,86,102,0,63,0,9,24,0,0,0,0,0,0,0
136979,1,1,0,4,0,5,0,1,5,0,0,0,0,0,0,0
127870,1,0,0,746,8,125,11,8,8,0,1,0,0,0,0,1
107107,0,0,0,283,112,151,51,72,125,0,0,0,0,0,0,0
141249,1,1,0,4,2,5,0,0,5,0,0,0,0,0,0,0
114849,0,0,0,431,82,441,80,20,102,0,0,0,0,0,0,1
104998,1,0,0,34,3,29,0,4,10,0,0,0,0,0,0,1
104356,2,1,0,59,0,11,4,2,5,0,0,0,0,0,0,0
123356,1,1,0,0,0,17,2,0,2,0,0,0,0,0,0,0
113211,0,0,0,0,0,432,180,120,190,0,0,1,0,0,2746,1
122335,1,0,0,0,0,9,4,4,0,1,0,0,0,0,2250,1
146843,0,0,0,0,0,204,153,58,0,0,0,0,0,0,2608,1
121670,1,0,0,0,0,60,4,6,0,0,0,0,0,0,2488,1
90887,0,0,2,0,0,981,224,23,0,0,0,0,0,0,2221,1
122643,1,0,5,0,0,5,2,0,0,0,0,0,0,0,2530,0
84600,0,0,62,0,0,815,97,148,0,1,0,1,0,0,2496,1
86781,1,0,0,0,0,14,0,0,0,0,0,0,0,0,2257,0
81385,1,0,0,0,0,17,6,1,0,0,0,0,0,0,2594,1
75509,0,0,0,176,0,818,0,33,0,0,0,0,0,0,2350,1
122968,1,0,0,2,0,7,0,18,0,0,0,0,0,0,2429,0
141712,1,0,0,194,0,56,0,0,0,0,0,0,0,0,2767,1
146547,0,0,0,1004,59,265,115,59,0,1,0,0,0,0,2651,1
129205,0,0,0,1074,37,518,193,92,0,0,0,1,0,0,2693,1
72979,0,0,0,236,106,189,23,41,130,0,0,0,0,0,2298,0
146876,1,0,0,7,10,13,16,0,4,0,0,0,0,0,2251,0
118281,0,0,63,789,0,142,12,0,38,0,0,0,0,0,2734,0
86790,0,0,96,397,46,288,20,0,70,0,0,0,0,0,2760,0
99912,0,0,0,336,130,411,240,0,43,0,0,0,0,0,2263,1
118117,0,0,9,219,3,100,26,0,17,0,0,0,0,0,2854,0
126467,0,0,5,6,4,1,7,0,15,1,0,0,0,0,2755,1
92000,0,0,36,972,19,595,180,0,138,0,0,0,0,0,2772,1
114713,2,0,28,173,8,107,7,0,176,0,0,0,0,0,2823,1
103367,1,0,6,70,6,69,2,0,3,0,0,0,0,0,2438,0
129244,0,0,95,0,19,832,75,0,38,0,0,0,0,0,2847,0
99912,0,1,59,0,0,76,0,0,10,0,0,0,0,0,2780,0
131929,0,1,63,0,0,86,0,0,19,0,0,0,0,0,2712,0
64796,1,0,64,0,0,0,0,0,2,0,0,0,0,0,2246,0
122967,0,0,1,0,36,0,189,60,12,0,0,0,0,0,2815,0
132332,0,0,50,0,108,0,130,38,100,0,0,0,0,0,2606,0
132333,0,0,19,0,14,0,201,24,38,0,0,0,0,0,2261,1
115220,1,0,7,0,17,0,6,16,42,0,0,0,0,0,2794,1
122309,1,0,75,0,3,0,3,6,15,0,0,0,0,0,2563,1
79435,0,0,98,0,28,0,75,14,35,0,0,0,0,0,2160,0
128499,0,0,29,0,17,0,0,8,196,0,0,0,0,0,2699,0
110896,0,0,81,0,5,0,3,2,20,0,0,0,0,0,2671,0
141172,1,0,30,0,7,0,4,15,39,0,0,0,0,0,2625,1
115706,0,0,0,0,9,63,2,9,24,0,0,0,0,0,2596,0
129174,0,0,0,0,12,375,16,12,12,0,0,0,0,0,0,1
139616,1,1,0,539,6,91,8,6,97,0,0,0,0,0,0,0
82347,0,0,0,1184,32,352,21,16,16,0,1,1,0,0,0,1
73803,0,2,0,1459,0,61,0,15,215,1,0,1,0,1,0,1
50501,0,0,0,1009,181,104,202,21,207,0,0,1,0,0,0,1
48432,1,0,0,13,1,29,3,0,7,0,0,0,0,0,0,0
75777,1,1,82,12,0,5,0,0,4,0,0,0,0,0,0,0
52869,1,1,37,239,7,119,4,15,11,0,0,0,0,0,0,0
